Frequency(ppm);Intensity
-51.43428;-0.0326393482910502
-51.41457;-0.0311076839125761
-51.39487;-0.0298839982556254
-51.37516;-0.0281523603392832
-51.35546;-0.0263590567956732
-51.33575;-0.0248475087448514
-51.31604;-0.0242541605265048
-51.29634;-0.0243170444241479
-51.27663;-0.0257220354957539
-51.25692;-0.0278219679076304
-51.23722;-0.0292244170763723
-51.21751;-0.0287241563701375
-51.19781;-0.0257154014944221
-51.1781;-0.0228504753918223
-51.15839;-0.0230154971677794
-51.13869;-0.0251253725368203
-51.11898;-0.026716721771483
-51.09927;-0.0253541154742162
-51.07957;-0.0232447141251472
-51.05986;-0.0227237663516323
-51.04015;-0.0233326742822031
-51.02045;-0.0231699065130001
-51.00074;-0.0236054085119864
-50.98104;-0.0246932301073158
-50.96133;-0.0251572564519963
-50.94162;-0.0258002261340069
-50.92192;-0.0262397942074084
-50.90221;-0.0259706427189287
-50.8825;-0.025472769879367
-50.8628;-0.024795929939449
-50.84309;-0.0245815798720002
-50.82339;-0.0243436698414575
-50.80368;-0.0243343150734926
-50.78397;-0.0233740630506009
-50.76427;-0.0213059872228013
-50.74456;-0.0192736492987865
-50.72485;-0.0199235114492833
-50.70515;-0.0226373781562094
-50.68544;-0.0244470486934055
-50.66573;-0.0248300989065321
-50.64603;-0.0236393601073302
-50.62632;-0.020727086551252
-50.60662;-0.0195315256155237
-50.58691;-0.02019148860069
-50.5672;-0.0207580008835379
-50.5475;-0.0196979520698163
-50.52779;-0.0181250028867541
-50.50808;-0.0184897173915252
-50.48838;-0.019160470664212
-50.46867;-0.0187555769636348
-50.44896;-0.0201694923421663
-50.42926;-0.0206250464379966
-50.40955;-0.019274327884433
-50.38985;-0.0184870476009891
-50.37014;-0.0199569676477392
-50.35043;-0.0218539770265095
-50.33073;-0.0226158190530771
-50.31102;-0.02235937174899
-50.29131;-0.0223637574749054
-50.27161;-0.0232039699631912
-50.2519;-0.0240629293667288
-50.2322;-0.0240578774272679
-50.21249;-0.0245454609179835
-50.19278;-0.0249780313108384
-50.17308;-0.0259171219413313
-50.15337;-0.0259918991486445
-50.13366;-0.023935999177008
-50.11396;-0.0222073684775084
-50.09425;-0.0218253033455347
-50.07454;-0.0212237000218263
-50.05484;-0.0222833904234809
-50.03513;-0.0246985098791306
-50.01543;-0.0267532313430131
-49.99572;-0.0279054558429706
-49.97601;-0.0294488045100948
-49.95631;-0.0311732586401037
-49.9366;-0.0319668930418115
-49.91689;-0.0310202733955023
-49.89719;-0.0309674038869788
-49.87748;-0.0305148876277784
-49.85778;-0.0278772153588848
-49.83807;-0.0265229746495708
-49.81836;-0.0268572905266626
-49.79866;-0.0255975671825277
-49.77895;-0.0245291091100129
-49.75924;-0.0246838051156588
-49.73954;-0.0243637466392893
-49.71983;-0.0230087068271321
-49.70012;-0.0223083621223922
-49.68042;-0.0220894531899394
-49.66071;-0.0227527833217683
-49.64101;-0.0225873339274014
-49.6213;-0.0214029061375946
-49.60159;-0.021853127020625
-49.58189;-0.0240604773875509
-49.56218;-0.0257573415694784
-49.54247;-0.0250761781978377
-49.52277;-0.0233137265067472
-49.50306;-0.0220391013002365
-49.48336;-0.0211365889526718
