Frequency(ppm);Intensity
-51.4351;0.00247456864286596
-51.41539;0.00249177465753454
-51.39569;0.00293861404316237
-51.37598;0.00312439254381115
-51.35627;0.00220883567932409
-51.33657;0.000802848101540597
-51.31686;-5.6975137218431E-05
-51.29716;-0.000149384041357805
-51.27745;0.000390670460321601
-51.25774;0.00154960747435458
-51.23804;0.00269016700484127
-51.21833;0.00418495489985597
-51.19862;0.00565517573667443
-51.17892;0.00599822607274883
-51.15921;0.0053649404720852
-51.1395;0.0041872042906021
-51.1198;0.00262273892229401
-51.10009;0.00150136099559906
-51.08039;0.00102758798173136
-51.06068;0.00109494494818985
-51.04097;0.000753254701846582
-51.02127;0.000314732802331455
-51.00156;0.0005973640963593
-50.98185;0.000977725536409734
-50.96215;0.000554994772185129
-50.94244;-0.000349014575594306
-50.92273;-0.000834781249893219
-50.90303;-0.000379138042239092
-50.88332;0.000399585443197187
-50.86361;0.000677386020000243
-50.84391;-0.000267511500440986
-50.8242;-0.00135065824358844
-50.8045;-0.00141649563596986
-50.78479;-0.000435112125558124
-50.76508;0.000579117656610417
-50.74538;0.000672737393773075
-50.72567;1.47795546966711E-05
-50.70596;-0.000568734950669205
-50.68626;-0.000552125929158923
-50.66655;1.5770569608921E-05
-50.64684;0.000429712599753981
-50.62714;-0.000199424834400255
-50.60743;-0.000904568534964675
-50.58772;-0.00167069497491853
-50.56802;-0.00201252685925953
-50.54831;-0.00125188469482645
-50.52861;-8.35933529545812E-06
-50.5089;0.000406596784857696
-50.48919;-0.000299611654777371
-50.46949;-0.00124072917088443
-50.44978;-0.00194728010961339
-50.43007;-0.00178382042917142
-50.41037;-0.00173937832522957
-50.39066;-0.00225472132166469
-50.37095;-0.00238877043325263
-50.35125;-0.00243183868188148
-50.33154;-0.00192075598950052
-50.31184;-0.00137569256380396
-50.29213;-0.00148552704127928
-50.27242;-0.00191929497154045
-50.25272;-0.00312544188450029
-50.23301;-0.0039136511921594
-50.2133;-0.00329962549420652
-50.1936;-0.00276336224333773
-50.17389;-0.00236210474653273
-50.15418;-0.00202845086996415
-50.13448;-0.00140096433427492
-50.11477;-0.000675961834283979
-50.09506;-0.000640812132662407
-50.07536;-0.000816724137788117
-50.05565;-0.000517356029380367
-50.03595;0.000457647547528029
-50.01624;0.000783541785884849
-49.99653;0.000399102139307918
-49.97683;0.000462422035242775
-49.95712;0.00166662728720726
-49.93741;0.00240194000910217
-49.91771;0.00245080590025726
-49.898;0.00197437028725085
-49.87829;0.00113117698355029
-49.85859;0.0013267902704629
-49.83888;0.00165874488848146
-49.81917;0.00136714789420654
-49.79947;0.000950555459471838
-49.77976;0.000230442628239117
-49.76006;-0.000382183748829124
-49.74035;-0.000712780812388723
