Frequency(ppm);Intensity
-51.43428;-0.305515413027927
-51.41457;-0.30564459626418
-51.39487;-0.30557635142545
-51.37516;-0.305177344527936
-51.35546;-0.303428849265736
-51.33575;-0.301129897994677
-51.31604;-0.300100923974335
-51.29634;-0.300003318209897
-51.27663;-0.299782339893305
-51.25692;-0.300114000031827
-51.23722;-0.301651274736056
-51.21751;-0.301748793314015
-51.19781;-0.300320145412275
-51.1781;-0.300588687190018
-51.15839;-0.303330344721626
-51.13869;-0.30463291168673
-51.11898;-0.303375246475335
-51.09927;-0.302094734377642
-51.07957;-0.302967634037552
-51.05986;-0.30419412567382
-51.04015;-0.304973781723182
-51.02045;-0.304492966177341
-51.00074;-0.304253253307142
-50.98104;-0.303477532618378
-50.96133;-0.302573154737411
-50.94162;-0.303864046072602
-50.92192;-0.306669261192843
-50.90221;-0.306882279320965
-50.8825;-0.304282004174602
-50.8628;-0.302792347247659
-50.84309;-0.302292055200246
-50.82339;-0.30381090315964
-50.80368;-0.305503328721904
-50.78397;-0.306733866025556
-50.76427;-0.307710905692393
-50.74456;-0.307667868022588
-50.72485;-0.306588154768172
-50.70515;-0.305225937084718
-50.68544;-0.304431360689636
-50.66573;-0.306187759876766
-50.64603;-0.307452913375626
-50.62632;-0.306773584028952
-50.60662;-0.306534597381507
-50.58691;-0.306933033663051
-50.5672;-0.308811617043165
-50.5475;-0.309042284483476
-50.52779;-0.309172319307301
-50.50808;-0.308429830202911
-50.48838;-0.306246210050848
-50.46867;-0.304303921050661
-50.44896;-0.304636106394092
-50.42926;-0.306520019659326
-50.40955;-0.306761965014806
-50.38985;-0.303377081351632
-50.37014;-0.30091395468859
-50.35043;-0.302112275234255
-50.33073;-0.303569883946916
-50.31102;-0.304356363549345
-50.29131;-0.30523116715721
-50.27161;-0.305557287318123
-50.2519;-0.3056534902998
-50.2322;-0.306093370291646
-50.21249;-0.306702186084112
-50.19278;-0.307950596685291
-50.17308;-0.308489869579844
-50.15337;-0.305126355784333
-50.13366;-0.301330894077091
-50.11396;-0.301601085984652
-50.09425;-0.303468274018694
-50.07454;-0.304431843160146
-50.05484;-0.304718935105426
-50.03513;-0.304930224155392
-50.01543;-0.305754915153536
-49.99572;-0.305208959026691
-49.97601;-0.305175415930441
-49.95631;-0.30644217301856
-49.9366;-0.306713247281845
-49.91689;-0.305409314771541
-49.89719;-0.305475863306284
-49.87748;-0.305660093301137
-49.85778;-0.306270577801592
-49.83807;-0.30607481040519
-49.81836;-0.304304643853605
-49.79866;-0.302544195762232
-49.77895;-0.302227424643418
-49.75924;-0.30446334850181
-49.73954;-0.306071961574163
-49.71983;-0.305746971608865
-49.70012;-0.305489616631879
-49.68042;-0.304990131290693
-49.66071;-0.305019318515134
-49.64101;-0.305555206374298
-49.6213;-0.305039250667204
-49.60159;-0.302799858601587
-49.58189;-0.300150631506607
-49.56218;-0.299630633385266
-49.54247;-0.299524951598875
-49.52277;-0.299269377858395
-49.50306;-0.300588397679063
-49.48336;-0.301075575942566
-49.46365;-0.300759658812881
-49.44394;-0.301297753800749
-49.42424;-0.302592389066332
-49.40453;-0.303456423385131
-49.38482;-0.304179426469991
-49.36512;-0.303802592279125
-49.34541;-0.301736730798407
-49.3257;-0.299907009094139
-49.306;-0.299350971819174
-49.28629;-0.301087146272183
-49.26659;-0.303832253542234
-49.24688;-0.304840734966451
-49.22717;-0.302384057691518
-49.20747;-0.298778456822624
-49.18776;-0.296070092417584
-49.16805;-0.29616200668647
-49.14835;-0.297799755448143
-49.12864;-0.29969746023108
-49.10893;-0.299663886167103
-49.08923;-0.298669395361112
-49.06952;-0.299009985694272
-49.04982;-0.299367575727092
-49.03011;-0.298993856427872
-49.0104;-0.297603193985815
-48.9907;-0.295671328770532
-48.97099;-0.295280789281676
-48.95128;-0.297951930265769
-48.93158;-0.300431355488174
-48.91187;-0.300394985572776
-48.89217;-0.299626594337115
-48.87246;-0.300949046493347
-48.85275;-0.302958509632417
-48.83305;-0.303842930345758
-48.81334;-0.303919845076046
-48.79363;-0.303600365240614
-48.77393;-0.302367073523856
-48.75422;-0.302042695567456
-48.73451;-0.301407786091537
-48.71481;-0.300312860540205
-48.6951;-0.300494883172504
-48.6754;-0.301144916386387
-48.65569;-0.301950128992477
-48.63598;-0.301861273115315
-48.61628;-0.300767722002299
-48.59657;-0.298925205816088
-48.57686;-0.297468631602132
-48.55716;-0.297066081713066
-48.53745;-0.296771201993598
-48.51775;-0.297469220790934
-48.49804;-0.298571003100843
-48.47833;-0.300896677338318
-48.45863;-0.304334494303534
-48.43892;-0.305855768058437
-48.41921;-0.304533462206519
-48.39951;-0.302651705951818
-48.3798;-0.301946907081988
-48.36009;-0.300376077568874
-48.34039;-0.29870209611768
-48.32068;-0.299098031783139
-48.30098;-0.300863550969913
-48.28127;-0.301258631784888
-48.26156;-0.299853670239832
-48.24186;-0.297957956988337
-48.22215;-0.296225992754877
-48.20244;-0.295497765632785
-48.18274;-0.293759963386456
-48.16303;-0.293263456528635
-48.14333;-0.295930405964039
-48.12362;-0.298473642951483
-48.10391;-0.29905437607267
