Frequency(ppm);Intensity
-51.4351;-0.971680640082008
-51.41539;-0.967013952749462
-51.39569;-0.960758281648595
-51.37598;-0.95921837335728
-51.35627;-0.9620434417472
-51.33657;-0.963542273803577
-51.31686;-0.963622697497966
-51.29716;-0.962991336512902
-51.27745;-0.962559967255206
-51.25774;-0.96419400438008
-51.23804;-0.96583492559782
-51.21833;-0.96313525759367
-51.19862;-0.956159778293461
-51.17892;-0.95286642162355
-51.15921;-0.953639281228765
-51.1395;-0.955440402147295
-51.1198;-0.959678812276779
-51.10009;-0.965079978231213
-51.08039;-0.969584934717856
-51.06068;-0.972635227590464
-51.04097;-0.971230256396043
-51.02127;-0.967662318892545
-51.00156;-0.965609112562589
-50.98185;-0.963797274976834
-50.96215;-0.960320397739907
-50.94244;-0.956508090432839
-50.92273;-0.955887084704977
-50.90303;-0.959095203835141
-50.88332;-0.962662045388043
-50.86361;-0.96482441059119
-50.84391;-0.967284487571909
-50.8242;-0.969742863353769
-50.8045;-0.969555320352319
-50.78479;-0.96812516837278
-50.76508;-0.964417765159739
-50.74538;-0.958673288834079
-50.72567;-0.9531880288935
-50.70596;-0.949699517415569
-50.68626;-0.949647621457087
-50.66655;-0.953871057181099
-50.64684;-0.957474617416933
-50.62714;-0.959389259132511
-50.60743;-0.960107992375587
-50.58772;-0.962586951154805
-50.56802;-0.964236687720893
-50.54831;-0.960451259467986
-50.52861;-0.956980641376958
-50.5089;-0.954985618673457
-50.48919;-0.954127215307582
-50.46949;-0.954910704197551
-50.44978;-0.955613944893467
-50.43007;-0.954662281139832
-50.41037;-0.953626851522546
-50.39066;-0.954266647378102
-50.37095;-0.954816632801871
-50.35125;-0.950133437905034
-50.33154;-0.947839738463525
-50.31184;-0.952661214565466
-50.29213;-0.957174550099739
-50.27242;-0.959917257194176
-50.25272;-0.962881623460154
-50.23301;-0.962959996745945
-50.2133;-0.960829632886079
-50.1936;-0.956064558372683
-50.17389;-0.9508680728869
-50.15418;-0.952813831249381
-50.13448;-0.956231704550625
-50.11477;-0.957941128128353
-50.09506;-0.958535971870655
-50.07536;-0.955370874158646
-50.05565;-0.951465337847075
-50.03595;-0.947714017490665
-50.01624;-0.947765725181182
-49.99653;-0.948371827693664
-49.97683;-0.946872373638721
-49.95712;-0.947821097993967
-49.93741;-0.949636849409617
-49.91771;-0.952838091122039
-49.898;-0.951626009630092
-49.87829;-0.945606952945469
-49.85859;-0.944658700818918
-49.83888;-0.945386537370128
-49.81917;-0.945020604946327
-49.79947;-0.948005863088699
-49.77976;-0.953754568167334
-49.76006;-0.958474542169073
-49.74035;-0.965152619499938
-49.72064;-0.967296265989183
-49.70094;-0.963401321307394
-49.68123;-0.960618393374411
-49.66152;-0.957878958439483
-49.64182;-0.95594309091123
-49.62211;-0.955395564237073
-49.6024;-0.959671503460585
-49.5827;-0.963329771288689
-49.56299;-0.964135324424083
-49.54329;-0.965431835552828
-49.52358;-0.964805515277432
-49.50387;-0.959424088127127
-49.48417;-0.956571808509803
-49.46446;-0.958886269293345
-49.44475;-0.962491651037371
-49.42505;-0.963778222783326
-49.40534;-0.963524021301995
-49.38563;-0.963619882121086
-49.36592;-0.959164077631402
-49.34622;-0.956715137030669
-49.32651;-0.956159144380836
-49.3068;-0.955126871200936
-49.2871;-0.955448831219998
-49.2674;-0.956794892578888
-49.24769;-0.958826855181227
-49.22798;-0.957473251614462
-49.20827;-0.957356726520497
-49.18857;-0.958300247614963
-49.16886;-0.957502527431926
-49.14915;-0.956248069646452
-49.12945;-0.956673601623356
-49.10974;-0.960576075676935
-49.09003;-0.966929950213434
-49.07033;-0.973911775515947
-49.05062;-0.975486183349672
-49.03092;-0.971969454713699
-49.01121;-0.971491689544558
-48.9915;-0.972572756626705
-48.9718;-0.972352054211521
-48.95209;-0.971034061687867
-48.93238;-0.969270960972576
-48.91268;-0.963964017006644
-48.89297;-0.957327455832876
-48.87326;-0.955261363979707
-48.85356;-0.956012304942288
-48.83385;-0.955310402316424
-48.81414;-0.953312252683485
-48.79444;-0.951593713433473
-48.77473;-0.950840803791626
-48.75503;-0.949947887051161
-48.73532;-0.946370982395085
-48.71561;-0.944125235155226
-48.69591;-0.945040347315856
-48.6762;-0.950943601452562
-48.65649;-0.9575874019471
-48.63679;-0.958418327767814
-48.61708;-0.957075212349041
-48.59737;-0.954198611682065
-48.57767;-0.945398345056904
-48.55796;-0.938948217097178
-48.53825;-0.937002572124908
-48.51855;-0.935493703646077
-48.49884;-0.937100667531063
-48.47914;-0.943636889661923
-48.45943;-0.952394262286828
-48.43972;-0.958955443157658
-48.42002;-0.960966822111406
-48.40031;-0.957121122560289
-48.3806;-0.950645136634526
-48.3609;-0.948131942088997
-48.34119;-0.945111657160288
-48.32148;-0.940874981663404
-48.30178;-0.93906363564752
-48.28207;-0.940053331617172
-48.26237;-0.942720828485474
-48.24266;-0.945683542345416
-48.22295;-0.946494365591317
-48.20325;-0.943331020968381
-48.18354;-0.940491732950392
-48.16383;-0.940139995807808
-48.14413;-0.944044807194734
-48.12442;-0.950966636529505
-48.10471;-0.954184913430084
-48.08501;-0.950692181061424
-48.0653;-0.947164245561172
-48.04559;-0.948792759314802
-48.02589;-0.951757953445643
-48.00618;-0.950553644905729
-47.98648;-0.94977555468394
-47.96677;-0.949357642184737
-47.94706;-0.947711943204687
-47.92736;-0.94605069697595
-47.90765;-0.943701726563125
-47.88794;-0.940266084776704
-47.86824;-0.937752782751138
-47.84853;-0.938683826321006
-47.82882;-0.94408948644927
-47.80912;-0.953471662112086
-47.78941;-0.958499124611532
-47.7697;-0.957040136089446
-47.75;-0.954467494997394
-47.73029;-0.952708094878076
-47.71059;-0.952906107018937
-47.69088;-0.954156555733407
-47.67117;-0.954223180202577
-47.65147;-0.95290943458786
-47.63176;-0.953789315089143
-47.61205;-0.954165528127463
-47.59235;-0.94852402656522
-47.57264;-0.940767537508367
-47.55293;-0.939268740878415
-47.53323;-0.939861912660557
-47.51352;-0.937598781215519
-47.49382;-0.936706619638124
-47.47411;-0.936235648785759
-47.4544;-0.935189434521847
-47.4347;-0.937861965956728
-47.41499;-0.942638224053531
-47.39528;-0.944166284442493
-47.37558;-0.941278351653965
-47.35587;-0.939023015337677
-47.33616;-0.941765600131432
-47.31646;-0.943520299710345
-47.29675;-0.940812198318043
-47.27704;-0.936599100186893
-47.25734;-0.939337493679873
-47.23763;-0.944311958582711
-47.21793;-0.945198193756314
-47.19822;-0.941813058256524
-47.17851;-0.941377325697559
-47.15881;-0.946533540113519
-47.1391;-0.952800171276265
-47.11939;-0.953275918401408
-47.09969;-0.944851898749396
-47.07998;-0.93564240322311
-47.06027;-0.932649852661393
-47.04057;-0.931690366834044
-47.02086;-0.930873452102576
-47.00115;-0.935199224905753
-46.98145;-0.940368667180458
-46.96174;-0.945006120333192
-46.94204;-0.948019023693675
-46.92233;-0.944921113261189
-46.90262;-0.941200169420198
-46.88292;-0.940449079326937
-46.86321;-0.943329439782721
-46.8435;-0.945613857088912
-46.8238;-0.944191774824301
-46.80409;-0.940405230603496
-46.78438;-0.941667330482987
-46.76468;-0.946252908776805
-46.74497;-0.94649956972733
-46.72527;-0.941445562906725
-46.70556;-0.937342912526728
-46.68585;-0.93633385311351
-46.66615;-0.938278269181757
-46.64644;-0.942968018019789
-46.62673;-0.945685146666871
-46.60703;-0.943341160371607
-46.58732;-0.938482305285123
-46.56761;-0.937528328913071
-46.5479;-0.942770069470893
-46.5282;-0.949847302814262
-46.50849;-0.950977044309195
-46.48878;-0.949725513703698
-46.46908;-0.947178939001828
-46.44938;-0.944387026318997
-46.42967;-0.942494284593634
-46.40996;-0.940551631735262
-46.39025;-0.939973470709333
-46.37055;-0.938042686550321
-46.35084;-0.932690379786472
-46.33113;-0.928399290960296
-46.31143;-0.927221081144305
-46.29172;-0.926047357684592
-46.27201;-0.92779651991121
-46.25231;-0.930995534787091
-46.2326;-0.933078102280529
-46.2129;-0.93348283512718
-46.19319;-0.934336553419535
-46.17348;-0.93476298002201
-46.15378;-0.933541087356566
-46.13407;-0.930743254513258
-46.11436;-0.928731376182027
-46.09466;-0.924869555071131
-46.07495;-0.920044493172449
-46.05524;-0.922379011433667
-46.03554;-0.930309485812265
-46.01583;-0.938548206041944
-45.99612;-0.942674199838384
-45.97642;-0.94403026572299
-45.95671;-0.945674418523117
-45.93701;-0.945780657340354
-45.9173;-0.947905164525972
-45.89759;-0.949116216796421
-45.87789;-0.94816774904464
-45.85818;-0.949202626643456
-45.83847;-0.950710099353127
-45.81877;-0.951410369939747
-45.79906;-0.951165650491334
-45.77935;-0.948405216773385
-45.75965;-0.943111673746895
-45.73994;-0.937259171232892
-45.72023;-0.934029340232068
-45.70053;-0.933409255726013
-45.68082;-0.934224347319387
-45.66112;-0.938360016304188
-45.64141;-0.944439064241189
-45.6217;-0.9450407729243
-45.602;-0.940294473700901
-45.58229;-0.940626298348533
-45.56258;-0.942387481462997
-45.54288;-0.942573028980266
-45.52317;-0.942254309098024
-45.50346;-0.937350620920494
-45.48376;-0.936337804304886
-45.46405;-0.939799233330723
-45.44434;-0.944627785260533
-45.42464;-0.951993526513529
-45.40493;-0.954835919546343
-45.38523;-0.951131942549719
-45.36552;-0.944548366889777
-45.34581;-0.93998613390903
-45.32611;-0.942531873138163
-45.3064;-0.945687158499312
-45.28669;-0.944972991297789
