Frequency(ppm);Intensity
-51.4351;-0.646095507882783
-51.41539;-0.644728189301641
-51.39569;-0.647865674829229
-51.37598;-0.649344671489609
-51.35627;-0.647344304462163
-51.33657;-0.644613728520133
-51.31686;-0.640887701502297
-51.29716;-0.636920403864757
-51.27745;-0.636035194869409
-51.25774;-0.636087955651945
-51.23804;-0.636814937262091
-51.21833;-0.637508166519969
-51.19862;-0.637442043929203
-51.17892;-0.639089454505724
-51.15921;-0.640411252282406
-51.1395;-0.64128775553443
-51.1198;-0.642635805680671
-51.10009;-0.643788418178545
-51.08039;-0.644419169279185
-51.06068;-0.641703499205494
-51.04097;-0.641362922029348
-51.02127;-0.642345915476753
-51.00156;-0.640715683415407
-50.98185;-0.634684490050149
-50.96215;-0.630245875103923
-50.94244;-0.631696345551506
-50.92273;-0.63182011469034
-50.90303;-0.629616786318082
-50.88332;-0.62815412141349
-50.86361;-0.625046490138109
-50.84391;-0.619536388040741
-50.8242;-0.615826998234067
-50.8045;-0.616571990011211
-50.78479;-0.620577622173642
-50.76508;-0.626008056777277
-50.74538;-0.630443171530606
-50.72567;-0.633154484104846
-50.70596;-0.632136376667604
-50.68626;-0.628311100230706
-50.66655;-0.624800783163774
-50.64684;-0.62439138849041
-50.62714;-0.627935171188164
-50.60743;-0.632458861390827
-50.58772;-0.632447376329103
-50.56802;-0.628510204850646
-50.54831;-0.623905293474041
-50.52861;-0.620320871268976
-50.5089;-0.617356795589262
-50.48919;-0.618375565706556
-50.46949;-0.620966500557443
-50.44978;-0.62397422579133
-50.43007;-0.626492342831514
-50.41037;-0.626986936992556
-50.39066;-0.625861676898627
-50.37095;-0.624929824798896
-50.35125;-0.624080530606815
-50.33154;-0.6233250553893
-50.31184;-0.622382339182533
-50.29213;-0.622181236520241
-50.27242;-0.624000898298587
-50.25272;-0.624509465503669
-50.23301;-0.621827331588689
-50.2133;-0.6209731676284
-50.1936;-0.623441551471841
-50.17389;-0.625566520084279
-50.15418;-0.624373376804674
-50.13448;-0.624665262651002
-50.11477;-0.629633180157729
-50.09506;-0.634655232479269
-50.07536;-0.63821362494735
-50.05565;-0.640148944859615
-50.03595;-0.639041770550635
-50.01624;-0.635173604654227
-49.99653;-0.63352834316709
-49.97683;-0.635784725867617
-49.95712;-0.63914023480158
-49.93741;-0.640080141922736
-49.91771;-0.639924014279578
-49.898;-0.642282408424223
-49.87829;-0.646291310353628
-49.85859;-0.649608438599213
-49.83888;-0.649168232763185
-49.81917;-0.64946140448704
-49.79947;-0.64975449402911
-49.77976;-0.651635417018378
-49.76006;-0.649599339223868
-49.74035;-0.64323470537722
-49.72064;-0.639016382846653
-49.70094;-0.636722897205328
-49.68123;-0.636700292597043
-49.66152;-0.64128115394619
-49.64182;-0.642425877079314
-49.62211;-0.642827315734159
-49.6024;-0.644462372138347
-49.5827;-0.642644312328983
-49.56299;-0.639647356892031
-49.54329;-0.636649978095142
-49.52358;-0.6357322700779
-49.50387;-0.636662336233685
-49.48417;-0.634380414052503
-49.46446;-0.627636244732965
-49.44475;-0.625110109287977
-49.42505;-0.627843789153254
