Frequency(ppm);Intensity
-51.4351;-0.222486233938688
-51.41539;-0.224287003856946
-51.39569;-0.225297996623492
-51.37598;-0.227017019703669
-51.35627;-0.230213414596489
-51.33657;-0.234900846205161
-51.31686;-0.236206621277412
-51.29716;-0.236334116623043
-51.27745;-0.239497602725354
-51.25774;-0.240337838164356
-51.23804;-0.237745501913532
-51.21833;-0.236914872081312
-51.19862;-0.237818818197686
-51.17892;-0.238678756536605
-51.15921;-0.234257858242481
-51.1395;-0.228564405736391
-51.1198;-0.228238750020358
-51.10009;-0.23077041830047
-51.08039;-0.232462074067547
-51.06068;-0.234579568191607
-51.04097;-0.24036987580137
-51.02127;-0.245363889671722
-51.00156;-0.245733518951317
-50.98185;-0.244956540383964
-50.96215;-0.245198196175867
-50.94244;-0.243356698494476
-50.92273;-0.238583918928089
-50.90303;-0.235890650765584
-50.88332;-0.235747398675174
-50.86361;-0.23687632462616
-50.84391;-0.239245176983948
-50.8242;-0.241684191344813
-50.8045;-0.24184083065389
-50.78479;-0.239017373022362
-50.76508;-0.232801145492162
-50.74538;-0.228368657999187
-50.72567;-0.230365078615371
-50.70596;-0.235978561408415
-50.68626;-0.237873564711255
-50.66655;-0.237688465761623
-50.64684;-0.237382326056965
-50.62714;-0.237106347752416
-50.60743;-0.237465576271714
-50.58772;-0.238815339909422
-50.56802;-0.237281261223319
-50.54831;-0.233519059394947
-50.52861;-0.229386616000612
-50.5089;-0.225451267350065
-50.48919;-0.225039070684357
-50.46949;-0.228467586233701
-50.44978;-0.230602180864628
-50.43007;-0.229545476480449
-50.41037;-0.228983224222402
-50.39066;-0.230696442494982
-50.37095;-0.232598200937394
-50.35125;-0.23362484831862
-50.33154;-0.233047250285026
-50.31184;-0.231212107887107
-50.29213;-0.234024302090148
-50.27242;-0.239978859829036
-50.25272;-0.241988777094886
-50.23301;-0.242752239597449
-50.2133;-0.2417365732724
-50.1936;-0.239039751416702
-50.17389;-0.234186078661412
-50.15418;-0.232891964447354
-50.13448;-0.236676018780505
-50.11477;-0.242203915631398
-50.09506;-0.245062882555934
-50.07536;-0.24267572337369
-50.05565;-0.237493512488287
-50.03595;-0.235357373077109
-50.01624;-0.234903844064885
-49.99653;-0.234044335217435
-49.97683;-0.232048343588096
-49.95712;-0.233840090386944
-49.93741;-0.237699315158193
-49.91771;-0.242566736144117
-49.898;-0.243516667036561
-49.87829;-0.241374937793541
-49.85859;-0.238730761501672
-49.83888;-0.236904549537007
-49.81917;-0.235473725888727
-49.79947;-0.231727233369976
-49.77976;-0.228634132232959
-49.76006;-0.228120370174719
-49.74035;-0.2268940236311
-49.72064;-0.227114774099899
-49.70094;-0.22547065732688
-49.68123;-0.225053498056627
-49.66152;-0.228604719636527
-49.64182;-0.229745785222085
-49.62211;-0.22517583428399
-49.6024;-0.223686128863916
-49.5827;-0.230345010994497
-49.56299;-0.235647486315575
-49.54329;-0.237717368070068
-49.52358;-0.243873321239437
-49.50387;-0.248515586703664
-49.48417;-0.250488719355732
-49.46446;-0.250105056535225
-49.44475;-0.245664818130883
-49.42505;-0.242228956663098
-49.40534;-0.243014661763128
-49.38563;-0.244057488633284
-49.36592;-0.243429401248399
-49.34622;-0.243134999612791
-49.32651;-0.241018305384422
-49.3068;-0.237971433767137
-49.2871;-0.240360784846846
-49.2674;-0.244982390818094
-49.24769;-0.24785511495052
-49.22798;-0.250845768097089
-49.20827;-0.252250926052174
-49.18857;-0.247048695454337
-49.16886;-0.242060785134197
-49.14915;-0.239770358259236
-49.12945;-0.238823788658006
-49.10974;-0.239686658095524
-49.09003;-0.241969634388494
-49.07033;-0.243868381149119
-49.05062;-0.248514152287668
-49.03092;-0.251499637351845
-49.01121;-0.251364365908399
-48.9915;-0.250644933784613
-48.9718;-0.248930726711458
-48.95209;-0.245892018991106
-48.93238;-0.240396445899159
-48.91268;-0.233106533332721
-48.89297;-0.228735711379848
-48.87326;-0.228754238878797
-48.85356;-0.230466239769147
-48.83385;-0.230567075341925
-48.81414;-0.229562742437431
-48.79444;-0.230648093319338
-48.77473;-0.231967087113689
-48.75503;-0.231866767979089
-48.73532;-0.231949107667532
-48.71561;-0.228529316057261
-48.69591;-0.22690858896967
-48.6762;-0.227373375399337
-48.65649;-0.229616024130113
-48.63679;-0.234069186439857
