Frequency(ppm);Intensity
-51.43428;-0.421076007916712
-51.41457;-0.421697076704034
-51.39487;-0.4218047367809
-51.37516;-0.423192130465426
-51.35546;-0.424716310837694
-51.33575;-0.424678065169208
-51.31604;-0.423164205829117
-51.29634;-0.421238986445602
-51.27663;-0.418788751796717
-51.25692;-0.418439464794233
-51.23722;-0.419990332951388
-51.21751;-0.421569928627393
-51.19781;-0.42440132798892
-51.1781;-0.426234401711752
-51.15839;-0.425131991816878
-51.13869;-0.425154758008791
-51.11898;-0.426572601220998
-51.09927;-0.42673716085067
-51.07957;-0.425040577809322
-51.05986;-0.422954577888648
-51.04015;-0.421907286848745
-51.02045;-0.421007950627742
-51.00074;-0.420643156663548
-50.98104;-0.420765463913529
-50.96133;-0.422579662833773
-50.94162;-0.424018448387011
-50.92192;-0.42396178060838
-50.90221;-0.425069229236326
-50.8825;-0.427386570383315
-50.8628;-0.429177639490046
-50.84309;-0.429251552126235
-50.82339;-0.427889789412972
-50.80368;-0.427327501656754
-50.78397;-0.426639615638806
-50.76427;-0.4259234050948
-50.74456;-0.426922635142595
-50.72485;-0.427750279835376
-50.70515;-0.427748603531196
-50.68544;-0.426530149960072
-50.66573;-0.425156299428434
-50.64603;-0.424489791373854
-50.62632;-0.42313356177286
-50.60662;-0.421107053951941
-50.58691;-0.41971728852378
-50.5672;-0.422176433079738
-50.5475;-0.426209774708261
-50.52779;-0.427422129566781
-50.50808;-0.42711016037045
-50.48838;-0.426453782746083
-50.46867;-0.426683803523661
-50.44896;-0.427209193302659
-50.42926;-0.427802794193393
-50.40955;-0.428548990911048
-50.38985;-0.427328482181921
-50.37014;-0.425828799642769
-50.35043;-0.424498781697501
-50.33073;-0.423582944560867
-50.31102;-0.425261698856204
-50.29131;-0.427424420861107
-50.27161;-0.427648167745774
-50.2519;-0.42682109369647
-50.2322;-0.426358382234307
-50.21249;-0.426356256113211
-50.19278;-0.425135637141697
-50.17308;-0.423177457589173
-50.15337;-0.422174284181806
-50.13366;-0.423600866593352
-50.11396;-0.42633767628025
-50.09425;-0.42722538463211
-50.07454;-0.426726035508865
-50.05484;-0.426512996795058
-50.03513;-0.427914529572195
-50.01543;-0.429078706508642
-49.99572;-0.429387811710971
-49.97601;-0.42833368188369
-49.95631;-0.426705698460024
-49.9366;-0.424386022440961
-49.91689;-0.421994300294765
-49.89719;-0.421347574791791
-49.87748;-0.422685618591347
-49.85778;-0.424123167671853
-49.83807;-0.423194484869838
-49.81836;-0.422108489064843
-49.79866;-0.42097242696586
-49.77895;-0.41906860460473
-49.75924;-0.417507641543875
-49.73954;-0.419141323225326
-49.71983;-0.422491057937267
-49.70012;-0.423705279644597
-49.68042;-0.422741673478379
-49.66071;-0.421294993758149
-49.64101;-0.419880720529293
-49.6213;-0.41856406036923
-49.60159;-0.417999634205738
